,file,label
289,cam01_s12_a05_r05.npy,a05
290,cam01_s05_a01_r02.npy,a01
291,cam01_s07_a05_r05.npy,a05
292,cam01_s12_a04_r02.npy,a04
293,cam01_s05_a08_r05.npy,a08
294,cam01_s12_a03_r03.npy,a03
295,cam01_s02_a08_r02.npy,a08
296,cam01_s03_a07_r03.npy,a07
297,cam01_s02_a08_r03.npy,a08
298,cam01_s02_a07_r01.npy,a07
299,cam01_s02_a05_r03.npy,a05
300,cam01_s07_a03_r02.npy,a03
301,cam01_s11_a08_r03.npy,a08
302,cam01_s12_a08_r02.npy,a08
303,cam01_s11_a02_r03.npy,a02
304,cam01_s09_a04_r03.npy,a04
305,cam01_s09_a08_r03.npy,a08
306,cam01_s05_a10_r05.npy,a10
307,cam01_s05_a04_r02.npy,a04
308,cam01_s09_a09_r02.npy,a09
309,cam01_s02_a08_r01.npy,a08
310,cam01_s12_a01_r04.npy,a01
311,cam01_s09_a01_r02.npy,a01
312,cam01_s03_a08_r04.npy,a08
313,cam01_s03_a05_r03.npy,a05
314,cam01_s07_a08_r02.npy,a08
315,cam01_s07_a02_r05.npy,a02
316,cam01_s12_a08_r05.npy,a08
317,cam01_s01_a10_r01.npy,a10
318,cam01_s11_a11_r04.npy,a11
319,cam01_s01_a01_r01.npy,a01
320,cam01_s11_a05_r03.npy,a05
321,cam01_s09_a11_r04.npy,a11
322,cam01_s12_a10_r01.npy,a10
323,cam01_s07_a09_r02.npy,a09
324,cam01_s03_a06_r01.npy,a06
325,cam01_s02_a02_r04.npy,a02
326,cam01_s01_a11_r03.npy,a11
327,cam01_s05_a05_r05.npy,a05
328,cam01_s11_a04_r03.npy,a04
329,cam01_s02_a11_r02.npy,a11
330,cam01_s05_a06_r04.npy,a06
331,cam01_s03_a11_r05.npy,a11
332,cam01_s12_a08_r04.npy,a08
333,cam01_s02_a06_r02.npy,a06
334,cam01_s07_a07_r01.npy,a07
335,cam01_s05_a10_r03.npy,a10
336,cam01_s11_a03_r05.npy,a03
337,cam01_s09_a02_r03.npy,a02
338,cam01_s01_a11_r01.npy,a11
339,cam01_s11_a01_r05.npy,a01
340,cam01_s12_a02_r01.npy,a02
341,cam01_s03_a05_r05.npy,a05
342,cam01_s07_a11_r05.npy,a11
343,cam01_s01_a09_r04.npy,a09
344,cam01_s02_a08_r05.npy,a08
345,cam01_s02_a05_r04.npy,a05
346,cam01_s03_a07_r01.npy,a07
347,cam01_s09_a08_r02.npy,a08
348,cam01_s02_a10_r04.npy,a10
349,cam01_s11_a04_r01.npy,a04
350,cam01_s07_a05_r02.npy,a05
351,cam01_s09_a02_r01.npy,a02
352,cam01_s12_a09_r02.npy,a09
353,cam01_s03_a06_r03.npy,a06
354,cam01_s05_a04_r05.npy,a04
355,cam01_s12_a08_r01.npy,a08
356,cam01_s02_a07_r03.npy,a07
357,cam01_s12_a06_r05.npy,a06
358,cam01_s05_a05_r04.npy,a05
359,cam01_s12_a01_r03.npy,a01
360,cam01_s05_a09_r05.npy,a09
361,cam01_s01_a06_r03.npy,a06
362,cam01_s07_a06_r02.npy,a06
363,cam01_s07_a09_r01.npy,a09
364,cam01_s01_a04_r01.npy,a04
365,cam01_s11_a03_r02.npy,a03
366,cam01_s02_a11_r01.npy,a11
367,cam01_s02_a01_r02.npy,a01
368,cam01_s12_a11_r02.npy,a11
369,cam01_s11_a09_r02.npy,a09
370,cam01_s01_a04_r04.npy,a04
371,cam01_s12_a10_r03.npy,a10
372,cam01_s11_a08_r04.npy,a08
373,cam01_s01_a10_r04.npy,a10
374,cam01_s11_a11_r01.npy,a11
375,cam01_s02_a03_r04.npy,a03
376,cam01_s09_a07_r01.npy,a07
377,cam01_s05_a03_r03.npy,a03
378,cam01_s12_a06_r02.npy,a06
379,cam01_s02_a10_r01.npy,a10
380,cam01_s07_a08_r01.npy,a08
381,cam01_s02_a09_r01.npy,a09
382,cam01_s09_a05_r03.npy,a05
383,cam01_s03_a05_r01.npy,a05
384,cam01_s09_a03_r04.npy,a03
385,cam01_s02_a07_r04.npy,a07
386,cam01_s03_a08_r01.npy,a08
387,cam01_s07_a08_r04.npy,a08
388,cam01_s03_a08_r02.npy,a08
389,cam01_s03_a05_r04.npy,a05
390,cam01_s01_a07_r03.npy,a07
391,cam01_s12_a11_r03.npy,a11
392,cam01_s02_a04_r02.npy,a04
393,cam01_s05_a11_r05.npy,a11
394,cam01_s07_a04_r02.npy,a04
395,cam01_s02_a03_r01.npy,a03
396,cam01_s03_a01_r04.npy,a01
397,cam01_s02_a09_r04.npy,a09
398,cam01_s09_a03_r01.npy,a03
399,cam01_s09_a06_r03.npy,a06
400,cam01_s11_a04_r05.npy,a04
401,cam01_s11_a10_r04.npy,a10
402,cam01_s12_a01_r01.npy,a01
403,cam01_s07_a09_r04.npy,a09
404,cam01_s11_a08_r02.npy,a08
405,cam01_s07_a08_r05.npy,a08
406,cam01_s09_a03_r05.npy,a03
407,cam01_s02_a06_r01.npy,a06
408,cam01_s01_a01_r02.npy,a01
409,cam01_s03_a02_r05.npy,a02
410,cam01_s02_a11_r04.npy,a11
411,cam01_s05_a02_r04.npy,a02
412,cam01_s11_a03_r01.npy,a03
413,cam01_s12_a11_r01.npy,a11
414,cam01_s09_a05_r05.npy,a05
415,cam01_s11_a07_r03.npy,a07
416,cam01_s12_a09_r05.npy,a09
417,cam01_s09_a07_r05.npy,a07
418,cam01_s12_a04_r05.npy,a04
419,cam01_s03_a11_r04.npy,a11
420,cam01_s09_a01_r01.npy,a01
421,cam01_s12_a04_r04.npy,a04
422,cam01_s01_a06_r02.npy,a06
423,cam01_s12_a02_r02.npy,a02
424,cam01_s01_a11_r04.npy,a11
425,cam01_s05_a08_r02.npy,a08
426,cam01_s01_a05_r02.npy,a05
427,cam01_s09_a11_r03.npy,a11
428,cam01_s03_a04_r01.npy,a04
429,cam01_s03_a07_r04.npy,a07
430,cam01_s09_a10_r03.npy,a10
431,cam01_s09_a08_r05.npy,a08
432,cam01_s01_a07_r01.npy,a07
433,cam01_s02_a04_r01.npy,a04
434,cam01_s01_a03_r04.npy,a03
435,cam01_s01_a01_r03.npy,a01
436,cam01_s01_a02_r05.npy,a02
437,cam01_s07_a01_r04.npy,a01
438,cam01_s02_a01_r01.npy,a01
439,cam01_s05_a01_r05.npy,a01
